category,price,currency,price_1m2,title,address,floor,area,title_deed,repair,mortgage,url,room_number
Yeni tikili,360 000,AZN,2 310 AZN/m²,"Satılır 4 otaqlı yeni tikili 156 m², Elmlər Akademiyası m.",Mətbuat prospekti,5 / 18,156 m²,var,var,,https://bina.az/items/3836432,4
Yeni tikili,460 000,AZN,2 190 AZN/m²,"Satılır 4 otaqlı yeni tikili 210 m², Nizami m.",Zivər bəy Əhmədbəyov küç.,10 / 17,210 m²,var,var,,https://bina.az/items/3836461,4
Yeni tikili,198 000,AZN,3 470 AZN/m²,"Satılır 2 otaqlı yeni tikili 57 m², Nəsimi r.",Ak. Həsən Əliyev küç.,8 / 12,57 m²,yoxdur,var,,https://bina.az/items/3836460,2
Yeni tikili,490 000,AZN,3 060 AZN/m²,"Satılır 3 otaqlı yeni tikili 160 m², Elmlər Akademiyası m.",Hüseyn Cavid prospekti,9 / 17,160 m²,var,var,,https://bina.az/items/3836459,3
Yeni tikili,147 000,AZN,1 930 AZN/m²,"Satılır 2 otaqlı yeni tikili 76 m², Azadlıq Prospekti m.",Üzeyir Hacıbəyov küç.,3 / 19,76 m²,yoxdur,var,,https://bina.az/items/3836458,2
Köhnə tikili,175 000,AZN,1 590 AZN/m²,"Satılır 4 otaqlı köhnə tikili 110 m², İnşaatçılar m.",Dadaş Bünyadzadə 185d,4 / 9,110 m²,var,var,,https://bina.az/items/3836449,4
Yeni tikili,148 000,AZN,2 210 AZN/m²,"Satılır 2 otaqlı yeni tikili 67 m², Səbail r.",Tofiq Məmmədov küçəsi,16 / 18,67 m²,yoxdur,var,,https://bina.az/items/3694400,2
Yeni tikili,410 000,AZN,2 560 AZN/m²,"Satılır 4 otaqlı yeni tikili 160 m², Gənclik m.",Ak. Həsən Əliyev küç.,9 / 14,160 m²,var,var,,https://bina.az/items/3836445,4
Yeni tikili,200 000,AZN,1 330 AZN/m²,"Satılır 3 otaqlı yeni tikili 150 m², Nərimanov r.",Ziya Bünyadov prospekti,10 / 10,150 m²,var,var,,https://bina.az/items/3836471,3
Yeni tikili,260 000,AZN,2 740 AZN/m²,"Satılır 3 otaqlı yeni tikili 95 m², Nizami m.",Ağadadaş Qurbanov küçəsi,12 / 16,95 m²,yoxdur,var,,https://bina.az/items/3640761,3
Yeni tikili,59 000,AZN,1 110 AZN/m²,"Satılır 2 otaqlı yeni tikili 53 m², Masazır q.",İstiqlaliyyət küç,5 / 6,53 m²,var,var,,https://bina.az/items/3836470,2
Yeni tikili,240 000,AZN,1 630 AZN/m²,"Satılır 3 otaqlı yeni tikili 147 m², Memar Əcəmi m.",Mircəlal küçəsi.45,6 / 18,147 m²,var,var,,https://bina.az/items/3836469,3
Yeni tikili,160 000,AZN,1 880 AZN/m²,"Satılır 3 otaqlı yeni tikili 85 m², Həzi Aslanov q.",Gəncə pr .,14 / 16,85 m²,var,var,,https://bina.az/items/3836435,3
Köhnə tikili,120 000,AZN,1 410 AZN/m²,"Satılır 4 otaqlı köhnə tikili 85 m², Xalqlar Dostluğu m.",Bəhruz Nuriyev küçəsi,1 / 5,85 m²,var,var,,https://bina.az/items/3836426,4
Yeni tikili,308 000,AZN,2 150 AZN/m²,"Satılır 3 otaqlı yeni tikili 143 m², Gənclik m.",K.Rəhimov küç. 44,9 / 20,143 m²,var,yoxdur,,https://bina.az/items/3251668,3
Yeni tikili,185 000,AZN,3 250 AZN/m²,"Satılır 2 otaqlı yeni tikili 57 m², 8 Noyabr m.",Həsən Əliyev küçəsi,9 / 12,57 m²,yoxdur,var,,https://bina.az/items/3836399,2
Yeni tikili,325 000,AZN,3 160 AZN/m²,"Satılır 2 otaqlı yeni tikili 103 m², 8 Noyabr m.",Tbilisi prospekti,6 / 27,103 m²,yoxdur,var,,https://bina.az/items/3836425,2
Köhnə tikili,120 000,AZN,3 000 AZN/m²,"Satılır 2 otaqlı köhnə tikili 40 m², Şah İsmayıl Xətai m.",Y.Səfərov 44,5 / 5,40 m²,var,var,,https://bina.az/items/3451780,2
Yeni tikili,279 000,AZN,2 540 AZN/m²,"Satılır 3 otaqlı yeni tikili 110 m², 8 Noyabr m.",Həsən Əliyev küç.,3 / 7,110 m²,yoxdur,var,,https://bina.az/items/3836415,3
Yeni tikili,112 000,AZN,2 000 AZN/m²,"Satılır 2 otaqlı yeni tikili 56 m², 8 Noyabr m.",Tbilisi prospekti 26,11 / 12,56 m²,var,var,,https://bina.az/items/3836450,2
Yeni tikili,420 000,AZN,2 550 AZN/m²,"Satılır 3 otaqlı yeni tikili 165 m², 28 May m.",Kaveroçkin küçəsi,9 / 10,165 m²,var,var,,https://bina.az/items/3836392,3
Yeni tikili,314 000,AZN,2 000 AZN/m²,"Satılır 3 otaqlı yeni tikili 157 m², 8 Noyabr m.",Həsən Əliyev küçəsi,6 / 6,157 m²,yoxdur,yoxdur,,https://bina.az/items/3766594,3
Yeni tikili,406 000,AZN,2 900 AZN/m²,"Satılır 3 otaqlı yeni tikili 140 m², Nəriman Nərimanov m.",F.Yusifov küç.,11 / 16,140 m²,var,var,,https://bina.az/items/3836388,3
Yeni tikili,140 000,AZN,2 590 AZN/m²,"Satılır 2 otaqlı yeni tikili 54 m², 8 Noyabr m.",Həsən Əliyev küçəsi,5 / 16,54 m²,yoxdur,var,,https://bina.az/items/3836387,2
Yeni tikili,244 000,AZN,2 800 AZN/m²,"Satılır 3 otaqlı yeni tikili 87 m², Gənclik m.",Ə.Əliyev küç.,9 / 14,87 m²,var,var,,https://bina.az/items/3836385,3
Köhnə tikili,170 000,AZN,2 540 AZN/m²,"Satılır 3 otaqlı köhnə tikili 67 m², Elmlər Akademiyası m.",Hüseyn Cavid prospekti,4 / 5,67 m²,var,yoxdur,,https://bina.az/items/3836384,3
Yeni tikili,135 000,AZN,2 080 AZN/m²,"Satılır 2 otaqlı yeni tikili 65 m², 8 Noyabr m.",Ceyhun Səlimov küç.,10 / 18,65 m²,var,var,,https://bina.az/items/3836382,2
Yeni tikili,185 000,AZN,3 300 AZN/m²,"Satılır 2 otaqlı yeni tikili 56 m², 8 Noyabr m.",H.Əliyev k.55,9 / 12,56 m²,yoxdur,var,,https://bina.az/items/3836411,2
Yeni tikili,81 000,AZN,1 130 AZN/m²,"Satılır 2 otaqlı yeni tikili 72 m², Masazır q.",Əliağa Vahid küç.,3 / 7,72 m²,yoxdur,var,,https://bina.az/items/3836379,2
Yeni tikili,150 000,AZN,3 000 AZN/m²,"Satılır 1 otaqlı yeni tikili 50 m², Şah İsmayıl Xətai m.",Nəcəfqulu Rəfiyev küçəsi,7 / 16,50 m²,var,var,,https://bina.az/items/3836378,1
Köhnə tikili,170 000,AZN,2 540 AZN/m²,"Satılır 3 otaqlı köhnə tikili 67 m², Elmlər Akademiyası m.",Hüseyn Cavid prospekti,4 / 5,67 m²,var,yoxdur,,https://bina.az/items/3836377,3
Köhnə tikili,95 000,AZN,2 260 AZN/m²,"Satılır 1 otaqlı köhnə tikili 42 m², Nizami m.",Bəşir Səfəroğlu küç.,2 / 3,42 m²,var,var,var,https://bina.az/items/3836376,1
Yeni tikili,62 000,AZN,1 550 AZN/m²,"Satılır 2 otaqlı yeni tikili 40 m², Masazır q.","Masazır, Yeni Bakı yaşayış kompleksi bina 15",7 / 7,40 m²,var,var,,https://bina.az/items/3836374,2
Köhnə tikili,89 500,AZN,1 950 AZN/m²,"Satılır 2 otaqlı köhnə tikili 46 m², Nizami m.",Cəfər Cabbarlı küç. 45,2 / 2,46 m²,var,var,,https://bina.az/items/3836371,2
Köhnə tikili,90 000,AZN,1 640 AZN/m²,"Satılır 2 otaqlı köhnə tikili 55 m², Yeni Günəşli q.",Y.Günəşli qəs.,8 / 9,55 m²,var,var,,https://bina.az/items/3836370,2
Yeni tikili,490 000,AZN,3 060 AZN/m²,"Satılır 3 otaqlı yeni tikili 160 m², Elmlər Akademiyası m.",Hüseyn Cavid prospekti,9 / 17,160 m²,var,var,,https://bina.az/items/3836366,3
Yeni tikili,360 000,AZN,2 250 AZN/m²,"Satılır 4 otaqlı yeni tikili 160 m², Elmlər Akademiyası m.",Mətbuat pr.,5 / 18,160 m²,var,var,var,https://bina.az/items/3836364,4
Köhnə tikili,162 000,AZN,1 470 AZN/m²,"Satılır 4 otaqlı köhnə tikili 110 m², İnşaatçılar m.",Xiyabani küç.,8 / 9,110 m²,var,var,,https://bina.az/items/3836359,4
Yeni tikili,199 000,AZN,2 310 AZN/m²,"Satılır 2 otaqlı yeni tikili 86 m², Şah İsmayıl Xətai m.",Babək Prospekti,13 / 19,86 m²,var,var,var,https://bina.az/items/3836358,2
Yeni tikili,185 000,AZN,3 560 AZN/m²,"Satılır 2 otaqlı yeni tikili 52 m², 8 Noyabr m.",Ak. Həsən Əliyev küç.,9 / 12,52 m²,yoxdur,var,,https://bina.az/items/3836357,2
Yeni tikili,275 000,AZN,2 620 AZN/m²,"Satılır 3 otaqlı yeni tikili 105 m², 8 Noyabr m.",Tbilisi prospekti,7 / 27,105 m²,var,var,,https://bina.az/items/3819822,3
Yeni tikili,52 000,AZN,1 110 AZN/m²,"Satılır 2 otaqlı yeni tikili 47 m², Masazır q.",Masazır qəs.,3 / 8,47 m²,yoxdur,var,,https://bina.az/items/3836350,2
Köhnə tikili,97 000,AZN,1 620 AZN/m²,"Satılır 2 otaqlı köhnə tikili 60 m², Nəsimi m.",Mir Cəlal  küç.,9 / 9,60 m²,var,var,var,https://bina.az/items/3836347,2
Yeni tikili,122 000,AZN,2 030 AZN/m²,"Satılır 2 otaqlı yeni tikili 60 m², Memar Əcəmi m.",Cavadxan küç,17 / 18,60 m²,var,var,,https://bina.az/items/3836307,2
Yeni tikili,134 500,AZN,2 240 AZN/m²,"Satılır 2 otaqlı yeni tikili 60 m², Neftçilər m.",Mehdi Abbasov küçəsi,10 / 17,60 m²,var,var,var,https://bina.az/items/3836332,2
Köhnə tikili,117 000,AZN,1 300 AZN/m²,"Satılır 3 otaqlı köhnə tikili 90 m², Biləcəri q.",Biləcəri qəsəbəsi,3 / 9,90 m²,var,var,,https://bina.az/items/3836331,3
Köhnə tikili,95 000,AZN,1 730 AZN/m²,"Satılır 2 otaqlı köhnə tikili 55 m², Yeni Günəşli q.",D massivi,9 / 9,55 m²,var,var,,https://bina.az/items/3836304,2
Yeni tikili,185 000,AZN,3 300 AZN/m²,"Satılır 2 otaqlı yeni tikili 56 m², 8 Noyabr m.",Ak. Həsən Əliyev küç.,9 / 12,56 m²,yoxdur,var,,https://bina.az/items/3836303,2
Yeni tikili,409 000,AZN,2 920 AZN/m²,"Satılır 3 otaqlı yeni tikili 140 m², Şah İsmayıl Xətai m.",İzzət Orucova küç.,18 / 18,140 m²,var,var,var,https://bina.az/items/3836301,3
Köhnə tikili,172 000,AZN,2 650 AZN/m²,"Satılır 3 otaqlı köhnə tikili 65 m², Gənclik m.",A.Alı küçəsi,2 / 9,65 m²,var,var,var,https://bina.az/items/3836299,3
Yeni tikili,296 000,AZN,2 000 AZN/m²,"Satılır 3 otaqlı yeni tikili 148 m², Yasamal q.",Tbilisi pr,25 / 27,148 m²,var,var,var,https://bina.az/items/3766656,3
Yeni tikili,363 000,AZN,2 980 AZN/m²,"Satılır 3 otaqlı yeni tikili 122 m², Nəriman Nərimanov m.",Faiq Yusifov küç.,6 / 19,122 m²,var,var,,https://bina.az/items/3819924,3
Yeni tikili,280 000,AZN,1 840 AZN/m²,"Satılır 4 otaqlı yeni tikili 152 m², Nəsimi r.",Azadlıq prospekti,8 / 17,152 m²,var,yoxdur,var,https://bina.az/items/3836328,4
Yeni tikili,328 000,AZN,1 770 AZN/m²,"Satılır 4 otaqlı yeni tikili 185.5 m², Nəsimi r.",Xan Şuşinski 21,15 / 20,185.5 m²,var,var,var,https://bina.az/items/3722141,4
Yeni tikili,226 000,AZN,2 620 AZN/m²,"Satılır 3 otaqlı yeni tikili 86.4 m², Nizami m.",Sübhi Salayev küç.,5 / 17,86.4 m²,var,var,,https://bina.az/items/3836288,3
Köhnə tikili,138 000,AZN,1 970 AZN/m²,"Satılır 3 otaqlı köhnə tikili 70 m², Əhmədli m.",Sarayevo küç,5 / 9,70 m²,var,var,var,https://bina.az/items/3836327,3
Yeni tikili,108 000,AZN,931 AZN/m²,"Satılır 3 otaqlı yeni tikili 116 m², Zığ q.",Zığ şossesi,5 / 11,116 m²,yoxdur,yoxdur,,https://bina.az/items/3836335,3
Köhnə tikili,175 000,AZN,1 940 AZN/m²,"Satılır 3 otaqlı köhnə tikili 90 m², 9-cu mikrorayon q.",Adil Məmmədov 117,3 / 9,90 m²,var,var,,https://bina.az/items/3836323,3
Yeni tikili,128 000,AZN,2 040 AZN/m²,"Satılır 2 otaqlı yeni tikili 62.7 m², Nəsimi r.",Səməd Vurğun küçəsi,14 / 17,62.7 m²,yoxdur,yoxdur,,https://bina.az/items/3753140,2
Yeni tikili,230 000,AZN,2 560 AZN/m²,"Satılır 2 otaqlı yeni tikili 90 m², Nəriman Nərimanov m.",Əliyar Əliyev küç,4 / 18,90 m²,var,var,var,https://bina.az/items/3832603,2
Yeni tikili,550 000,AZN,3 310 AZN/m²,"Satılır 3 otaqlı yeni tikili 166 m², Şah İsmayıl Xətai m.",Mərkəzi Bulvar küçəsi,8 / 20,166 m²,yoxdur,yoxdur,,https://bina.az/items/3836316,3
Yeni tikili,215 000,AZN,2 950 AZN/m²,"Satılır 2 otaqlı yeni tikili 73 m², Gənclik m.",Təbriz küçəsi,5 / 17,73 m²,yoxdur,,,https://bina.az/items/3820056,2
Köhnə tikili,120 000,AZN,2 000 AZN/m²,"Satılır 2 otaqlı köhnə tikili 60 m², Həzi Aslanov m.",İlqar Zülfüqarov küçəsi.,3 / 9,60 m²,var,var,,https://bina.az/items/3836314,2
Yeni tikili,310 000,AZN,2 820 AZN/m²,"Satılır 3 otaqlı yeni tikili 110 m², Nəsimi r.",Nəsibbəy Yusifbəyli küç.,7 / 16,110 m²,var,var,,https://bina.az/items/3742938,3
Yeni tikili,183 000,AZN,2 470 AZN/m²,"Satılır 2 otaqlı yeni tikili 74 m², Nəsimi r.",Mərdanov Qardaşları küç. 23,6 / 16,74 m²,var,var,,https://bina.az/items/3819998,2
Yeni tikili,395 000,AZN,2 140 AZN/m²,"Satılır 4 otaqlı yeni tikili 185 m², 28 May m.",Keykəb Xanım Səfərəliyeva küç,10 / 18,185 m²,var,yoxdur,,https://bina.az/items/3030666,4
Yeni tikili,198 900,AZN,2 290 AZN/m²,"Satılır 2 otaqlı yeni tikili 87 m², Şah İsmayıl Xətai m.",Babək prospekti,14 / 20,87 m²,var,var,,https://bina.az/items/3836319,2
Yeni tikili,455 000,AZN,2 330 AZN/m²,"Satılır 4 otaqlı yeni tikili 195 m², Ağ şəhər q.",Qarabağ Atları küç,3 / 7,195 m²,yoxdur,yoxdur,,https://bina.az/items/3754646,4
Yeni tikili,391 000,AZN,2 360 AZN/m²,"Satılır 4 otaqlı yeni tikili 166 m², Ağ şəhər q.",Qarabağ Atları küç.,2 / 7,166 m²,yoxdur,yoxdur,,https://bina.az/items/3754747,4
Köhnə tikili,215 000,AZN,2 310 AZN/m²,"Satılır 4 otaqlı köhnə tikili 93 m², Elmlər Akademiyası m.",K.Kazimzadə küç,2 / 3,93 m²,var,yoxdur,,https://bina.az/items/3836318,4
Yeni tikili,380 000,AZN,2 920 AZN/m²,"Satılır 3 otaqlı yeni tikili 130 m², Elmlər Akademiyası m.",Mətbuat prospektı,15 / 22,130 m²,var,var,,https://bina.az/items/3836312,3
Yeni tikili,325 000,AZN,1 140 AZN/m²,"Satılır 4 otaqlı yeni tikili 285 m², Nəriman Nərimanov m.",Ağa Neymətulla küç,15 / 17,285 m²,var,var,,https://bina.az/items/2715271,4
Yeni tikili,350 000,AZN,2 080 AZN/m²,"Satılır 4 otaqlı yeni tikili 168 m², 28 May m.",Nemət Quliyev küç.,10 / 16,168 m²,yoxdur,yoxdur,,https://bina.az/items/3116393,4
Yeni tikili,495 000,AZN,2 110 AZN/m²,"Satılır 4 otaqlı yeni tikili 235 m², Nərimanov r.",Nəsibbəy Yusifbəyli küç.,12 / 18,235 m²,var,yoxdur,var,https://bina.az/items/3792966,4
Yeni tikili,875 000,AZN,3 500 AZN/m²,"Satılır 4 otaqlı yeni tikili 250 m², Nizami m.",Mirzəağa Əliyev küç,10 / 14,250 m²,var,,,https://bina.az/items/2823344,4
Yeni tikili,224 999,AZN,2 140 AZN/m²,"Satılır 2 otaqlı yeni tikili 105.1 m², Nərimanov r.",Tələt Şıxəliyev küçəsi,17 / 18,105.1 m²,var,yoxdur,,https://bina.az/items/3687111,2
Yeni tikili,650 000,AZN,3 250 AZN/m²,"Satılır 4 otaqlı yeni tikili 200 m², Ağ şəhər q.",1- ci Fəvvarələr küç,6 / 7,200 m²,var,var,,https://bina.az/items/3618381,4
Yeni tikili,255 000,AZN,2 520 AZN/m²,"Satılır 3 otaqlı yeni tikili 101 m², 8 Noyabr m.",Şəfayət Mehdiyev 1054,15 / 17,101 m²,var,var,,https://bina.az/items/3785939,3
Yeni tikili,1 420 000,AZN,7 280 AZN/m²,"Satılır 4 otaqlı yeni tikili 195 m², Sahil m.",Neftçilər pr.,12 / 32,195 m²,var,var,,https://bina.az/items/3041495,4
Yeni tikili,152 000,AZN,2 530 AZN/m²,"Satılır 2 otaqlı yeni tikili 60 m², Memar Əcəmi m.",Hüseynbala Əliyev küç.,8 / 17,60 m²,yoxdur,,,https://bina.az/items/3808658,2
Yeni tikili,390 000,AZN,2 220 AZN/m²,"Satılır 4 otaqlı yeni tikili 175.9 m², Nəsimi r.",Mərdənov Qardaşaları küç,9 / 17,175.9 m²,yoxdur,var,,https://bina.az/items/3109011,4
Yeni tikili,400 000,AZN,2 410 AZN/m²,"Satılır 4 otaqlı yeni tikili 166 m², Şah İsmayıl Xətai m.",Süleyman Vəzirov küçəsi,2 / 7,166 m²,yoxdur,yoxdur,,https://bina.az/items/3836278,4
Yeni tikili,340 000,AZN,1 810 AZN/m²,"Satılır 4 otaqlı yeni tikili 188 m², Nəsimi r.",Mirəli Qaşqay küç.,10 / 17,188 m²,var,,,https://bina.az/items/2649140,4
Yeni tikili,560 000,AZN,2 670 AZN/m²,"Satılır 4 otaqlı yeni tikili 210 m², 28 May m.",Rəşid Behbudov küçəsi,9 / 14,210 m²,var,var,,https://bina.az/items/3171566,4
Yeni tikili,445 000,AZN,2 020 AZN/m²,"Satılır 4 otaqlı yeni tikili 220 m², Sahil m.",Nizami küçəsi 21,12 / 14,220 m²,var,var,,https://bina.az/items/3156720,4
Yeni tikili,250 000,AZN,2 910 AZN/m²,"Satılır 3 otaqlı yeni tikili 86 m², 28 May m.",Qarabağ küçəsi.,6 / 17,86 m²,yoxdur,var,,https://bina.az/items/3836277,3
Yeni tikili,300 000,AZN,3 090 AZN/m²,"Satılır 2 otaqlı yeni tikili 97 m², 28 May m.",Salatın Əsgərova küç.,12 / 16,97 m²,yoxdur,yoxdur,,https://bina.az/items/3687124,2
Yeni tikili,150 000,AZN,2 240 AZN/m²,"Satılır 3 otaqlı yeni tikili 67 m², Həzi Aslanov q.",Çingiz Xankərimov küç.,16 / 17,67 m²,var,var,,https://bina.az/items/3836284,3
Yeni tikili,225 000,AZN,1 790 AZN/m²,"Satılır 3 otaqlı yeni tikili 126 m², Şah İsmayıl Xətai m.",Süleyman Vəzirov küçəsi,3 / 16,126 m²,var,yoxdur,,https://bina.az/items/3732029,3
Köhnə tikili,143 000,AZN,1 910 AZN/m²,"Satılır 3 otaqlı köhnə tikili 75 m², İnşaatçılar m.",Akim Abbasov küçəsi,2 / 5,75 m²,var,yoxdur,,https://bina.az/items/3836268,3
Köhnə tikili,132 999,AZN,1 900 AZN/m²,"Satılır 2 otaqlı köhnə tikili 70 m², Memar Əcəmi m.",Mir Cəlal küçəsi,2 / 9,70 m²,var,var,var,https://bina.az/items/3757787,2
Yeni tikili,120 000,AZN,1 500 AZN/m²,"Satılır 3 otaqlı yeni tikili 80 m², Bakıxanov q.",Əliyar Əliyev küç,4 / 18,80 m²,var,var,var,https://bina.az/items/3836283,3
Yeni tikili,335 000,AZN,1 890 AZN/m²,"Satılır 3 otaqlı yeni tikili 177 m², Nəsimi r.",A. Səhhət küç,7 / 17,177 m²,var,var,,https://bina.az/items/3836282,3
Köhnə tikili,165 000,AZN,1 500 AZN/m²,"Satılır 5 otaqlı köhnə tikili 110 m², Xətai r.",Mehmandarov küç.,5 / 9,110 m²,var,var,,https://bina.az/items/3692806,5
Yeni tikili,790 000,AZN,3 530 AZN/m²,"Satılır 4 otaqlı yeni tikili 224 m², Nizami m.",Səməd Vurğun küç,17 / 24,224 m²,var,var,,https://bina.az/items/3623968,4
Yeni tikili,350 000,AZN,2 400 AZN/m²,"Satılır 3 otaqlı yeni tikili 146 m², Gənclik m.",Təbriz küç.,9 / 16,146 m²,var,var,,https://bina.az/items/3339828,3
Yeni tikili,187 000,AZN,2 640 AZN/m²,"Satılır 3 otaqlı yeni tikili 70.7 m², Qara Qarayev m.",Özbəkistan küçəsi,4 / 20,70.7 m²,var,var,var,https://bina.az/items/3836267,3
Yeni tikili,500 000,AZN,2 500 AZN/m²,"Satılır 4 otaqlı yeni tikili 200 m², Nizami m.",Salatın Əsgərova küçəsi.,6 / 7,200 m²,var,var,,https://bina.az/items/3607667,4
Yeni tikili,145 000,AZN,2 900 AZN/m²,"Satılır 2 otaqlı yeni tikili 50 m², Binəqədi r.",Atatürk pr. 20,5 / 9,50 m²,var,var,,https://bina.az/items/3766592,2
Köhnə tikili,124 000,AZN,2 070 AZN/m²,"Satılır 2 otaqlı köhnə tikili 60 m², Xalqlar Dostluğu m.",E. Süleymanov küç.,3 / 5,60 m²,var,var,var,https://bina.az/items/3621478,2
Yeni tikili,185 000,AZN,3 300 AZN/m²,"Satılır 2 otaqlı yeni tikili 56 m², Nəsimi r.",Həsən Əliyev küçəsi,9 / 12,56 m²,yoxdur,var,,https://bina.az/items/3836263,2
Yeni tikili,232 000,AZN,2 390 AZN/m²,"Satılır 2 otaqlı yeni tikili 97 m², Bayıl q.",Xanlar küçəsi,8 / 15,97 m²,yoxdur,yoxdur,,https://bina.az/items/3836250,2
Yeni tikili,120 000,AZN,1 200 AZN/m²,"Satılır 3 otaqlı yeni tikili 100 m², Zığ q.",Zığ şossesi,10 / 11,100 m²,yoxdur,var,,https://bina.az/items/3835658,3
Yeni tikili,200 000,AZN,2 150 AZN/m²,"Satılır 3 otaqlı yeni tikili 93 m², 20 Yanvar m.",Həsən bəy Zərdabi pr,6 / 17,93 m²,var,var,,https://bina.az/items/3836238,3
Köhnə tikili,89 000,AZN,1 370 AZN/m²,"Satılır 2 otaqlı köhnə tikili 65 m², Biləcəri q.",Teymur Yaqubov küç.,9 / 9,65 m²,var,var,,https://bina.az/items/3664462,2
Yeni tikili,275 000,AZN,2 290 AZN/m²,"Satılır 3 otaqlı yeni tikili 120 m², Elmlər Akademiyası m.",Şəfayət Mehdiyev küç. 97,16 / 25,120 m²,var,var,var,https://bina.az/items/3653100,3
Yeni tikili,235 000,AZN,2 280 AZN/m²,"Satılır 2 otaqlı yeni tikili 103 m², Yasamal r.",Akim Abbasov küç.,13 / 17,103 m²,var,var,,https://bina.az/items/3836253,2
Yeni tikili,500 000,AZN,3 450 AZN/m²,"Satılır 3 otaqlı yeni tikili 145 m², Ağ şəhər q.",Qarabağ Atları Meydanı küç.,4 / 7,145 m²,yoxdur,var,,https://bina.az/items/3052432,3
Yeni tikili,300 000,AZN,2 020 AZN/m²,"Satılır 3 otaqlı yeni tikili 148.8 m², Nərimanov r.",Təbriz küçəsi,7 / 14,148.8 m²,yoxdur,yoxdur,,https://bina.az/items/3746409,3
Köhnə tikili,82 000,AZN,2 050 AZN/m²,"Satılır 2 otaqlı köhnə tikili 40 m², Badamdar q.",Seyran Məmmədov küçəsi,3 / 5,40 m²,var,var,,https://bina.az/items/3382486,2
Köhnə tikili,110 000,AZN,1 410 AZN/m²,"Satılır 3 otaqlı köhnə tikili 78 m², Yeni Günəşli q.",Ə.Şıxlinski küç.,7 / 9,78 m²,var,var,,https://bina.az/items/3836220,3
Köhnə tikili,159 999,AZN,1 780 AZN/m²,"Satılır 3 otaqlı köhnə tikili 90 m², Binəqədi r.",Səttar Bəhlulzadə küçəsi,9 / 9,90 m²,var,var,var,https://bina.az/items/3762630,3
Yeni tikili,360 000,AZN,2 770 AZN/m²,"Satılır 3 otaqlı yeni tikili 130 m², Gənclik m.",N.B.Yusifbəyli küçəsi,17 / 18,130 m²,var,var,var,https://bina.az/items/3836241,3
Köhnə tikili,139 999,AZN,2 000 AZN/m²,"Satılır 2 otaqlı köhnə tikili 70 m², Azadlıq Prospekti m.",Süleyman Sani Axundov küçəsi,3 / 9,70 m²,var,var,var,https://bina.az/items/3836231,2
Köhnə tikili,120 000,AZN,2 110 AZN/m²,"Satılır 2 otaqlı köhnə tikili 57 m², Həzi Aslanov m.",Məhəmməd Hadi küçəsi,3 / 9,57 m²,var,var,,https://bina.az/items/3836212,2
Yeni tikili,285 000,AZN,2 240 AZN/m²,"Satılır 3 otaqlı yeni tikili 127 m², Nəsimi r.",Yusif Vəzir Çəmənzəminli küçəsi,10 / 16,127 m²,var,,var,https://bina.az/items/2847662,3
Yeni tikili,375 000,AZN,2 610 AZN/m²,"Satılır 3 otaqlı yeni tikili 143.5 m², 8 Noyabr m.",Ə.Salamzadə küçəsi,3 / 13,143.5 m²,var,var,,https://bina.az/items/3836229,3
Yeni tikili,169 000,AZN,2 410 AZN/m²,"Satılır 2 otaqlı yeni tikili 70 m², 8 Noyabr m.",Əbdülvahab Salamzadə küç,5 / 18,70 m²,var,var,,https://bina.az/items/3811921,2
Yeni tikili,165 000,AZN,2 430 AZN/m²,"Satılır 2 otaqlı yeni tikili 68 m², Neftçilər m.",M.Çobanzadə küç 17.,12 / 17,68 m²,yoxdur,var,,https://bina.az/items/3836228,2
Yeni tikili,396 000,AZN,2 540 AZN/m²,"Satılır 4 otaqlı yeni tikili 156 m², Nəsimi r.",Azadlıq pr. 124,14 / 16,156 m²,var,var,,https://bina.az/items/3836215,4
Yeni tikili,105 000,AZN,1 210 AZN/m²,"Satılır 3 otaqlı yeni tikili 87 m², Qaradağ r.",Cənnət park yaşayış kompleksi,3 / 10,87 m²,var,var,,https://bina.az/items/3836224,3
Yeni tikili,504 000,AZN,2 500 AZN/m²,"Satılır 4 otaqlı yeni tikili 201.5 m², Nəriman Nərimanov m.",Təbriz küçəsi,14 / 17,201.5 m²,yoxdur,yoxdur,,https://bina.az/items/3836221,4
Yeni tikili,350 000,AZN,3 180 AZN/m²,"Satılır 3 otaqlı yeni tikili 110 m², 28 May m.",Azadlıq prospekti,14 / 18,110 m²,var,var,,https://bina.az/items/3836176,3
Yeni tikili,210 000,AZN,2 160 AZN/m²,"Satılır 3 otaqlı yeni tikili 97 m², Xətai r.",Gəncə prospekti,3 / 19,97 m²,var,var,var,https://bina.az/items/3836175,3
Yeni tikili,186 000,AZN,1 660 AZN/m²,"Satılır 3 otaqlı yeni tikili 112 m², Həzi Aslanov q.",Xudu Memmedov,5 / 17,112 m²,var,var,,https://bina.az/items/3836123,3
Yeni tikili,135 000,AZN,2 450 AZN/m²,"Satılır 2 otaqlı yeni tikili 55 m², 20 Yanvar m.",Ceyhun Səlimov küç.,6 / 14,55 m²,yoxdur,var,,https://bina.az/items/3605933,2
Yeni tikili,185 000,AZN,3 300 AZN/m²,"Satılır 2 otaqlı yeni tikili 56 m², Nəsimi r.",Səməd Vurğun küçəsi,9 / 12,56 m²,yoxdur,var,,https://bina.az/items/3836209,2
